	Unnamed: 0	Original ID	Gene Name in CARD	ARO	Database
130	130	blaZ_133_AIDT01000014	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
131	131	aac(6')-Iai_1_EU886977	AAC(6')-Iai	3002575.0	resfinder
132	132	blaOXA-489_1_CP013733	OXA-489	3005724.0	resfinder
133	133	blaTEM-98_1_AF397068	TEM-98	3006139.0	resfinder
134	134	blaOXA-2_1_DQ112222	OXA-2	3001397.0	resfinder
135	135	blaIMP-41_1_AB753458	IMP-41	3002232.0	resfinder
136	136	blaSGM-4_1_CP002798	SGM-4	3006990.0	resfinder
137	137	blaCTX-M-27_1_AY156923	CTX-M-27	3001889.0	resfinder
138	138	blaOXA-241_1_JX025021	OXA-241	3001679.0	resfinder
139	139	blaOXA-344_1_KF048917	OXA-344	3001532.0	resfinder
140	140	blaKPC-2_1_AY034847	KPC-2	3002312.0	resfinder
141	141	blaTEM-20_1_EU527189	TEM-20	3000891.0	resfinder
142	142	blaKPC-24_1_KR052099	KPC-24	3004496.0	resfinder
143	143	aph(3')-IIa_1_X57709	APH(3')-IIa	3002644.0	resfinder
144	144	blaZ_14_JBAG01000015	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
145	145	blaOXA-97_1_EF102240	OXA-97	3001647.0	resfinder
146	146	blaVIM-16_1_EU419746	VIM-16	3002286.0	resfinder
147	147	blaSHV-11_1_X98101	SHV-11	3001070.0	resfinder
148	148	blaCMY-105_1_KJ207205	CMY-105	3002117.0	resfinder
149	149	aac(6')-Il_1_U13880	AAC(6')-Il	3004635.0	resfinder
150	150	blaOKP-A-6_1_AM051144	OKP-A-6	3002423.0	resfinder
151	151	blaCMY-145_1_KX470426	CMY-145	3005197.0	resfinder
152	152	optrA_17_ALZI01000051	optrA	3003746.0	resfinder
153	153	blaOKP-B-15_1_AM850917	OKP-B-6	3002439.0	resfinder
154	154	tet(L)_7_X60828	tet(L)	3000179.0	resfinder
155	155	blaOXY-3-1_1_AF491278	OXY-3-1	3002409.0	resfinder
156	156	blaACT-2_1_AM076977	ACT-2	3001822.0	resfinder
157	157	blaCMY-81_1_JQ733578	CMY-81	3002094.0	resfinder
158	158	blaKPC-19_1_KJ775801	KPC-19	3002329.0	resfinder
159	159	blaPLA-5A_1_DQ249871	PLA-2a	3006969.0	resfinder
160	160	blaVEB-1_1_HM370393	VEB-9	3002378.0	resfinder
161	161	blaOXA-494_1_AY597430	OXA-494	3005727.0	resfinder
162	162	blaVIM-3_1_AF300454	VIM-3	3002273.0	resfinder
163	163	Cfr(D)_1_NG_067192	cfr(D)	3005021.0	resfinder
164	164	blaZ_97_FMOK01000003	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
165	165	erm(44)_1_HG796218	Erm(44)v	3003971.0	resfinder
166	166	sul1_7_FJ715937	sul1	3000410.0	resfinder
167	167	blaVIM-13_1_DQ365886	VIM-13	3002283.0	resfinder
168	168	blaSHV-165_1_JX121131	SHV-165	3001203.0	resfinder
169	169	tet(50)_1_KR857684	tet(50)	3004584.0	resfinder
170	170	mecA_1_NC_002745	mecA	3000617.0	resfinder
171	171	blaOXA-129_1_FJWZ01000025	OXA-129	3001811.0	resfinder
172	172	blaPER-3_1_AY740681	PER-3	3002365.0	resfinder
173	173	blaOXA-322_1_KF203096	OXA-322	3001510.0	resfinder
174	174	tet(E)_2_L06940	tet(E)	3000173.0	resfinder
175	175	ant(2'')-Ia_7_DQ018384	ANT(2'')-Ia	3000230.0	resfinder
176	176	blaTEM-193_1_JN935135	TEM-193	3001053.0	resfinder
177	177	blaNDM-6_1_JN967644	NDM-6	3002356.0	resfinder
178	178	cphA1_2_AY261377	cphA6	3003102.0	resfinder
179	179	blaOXA-259_1_KF057028	OXA-259	3001715.0	resfinder
180	180	blaB-10_1_AY348325	BlaB-10	3005523.0	resfinder
181	181	VanC4XY_1_EU151752	vanC	3000368.0	resfinder
182	182	VanC4XY_1_EU151752	vanXY gene in vanC cluster	3002966.0	resfinder
183	183	qnrB10_2_HM439644	qnrB10	qnrB10	resfinder
184	184	blaOXA-328_1_KF203102	OXA-328	3001516.0	resfinder
185	185	blaSHV-82_1_AM176557	SHV-82	3001136.0	resfinder
186	186	blaTEM-157_1_DQ909059	TEM-157	3001023.0	resfinder
187	187	mecA_6_BX571856	mecA	3000617.0	resfinder
188	188	blaTEM-141_1_AY956335	TEM-141	3001004.0	resfinder
189	189	mupB_1_JQ231224	Staphylococcus aureus mupB conferring resistance to mupirocin	3000510.0	resfinder
190	190	ant(4')-IIa_1_M98270	ANT(4')-IIa	3002624.0	resfinder
191	191	blaIMP-7_1_AF318077	IMP-7	3002198.0	resfinder
192	192	blaIMP-58_1_KU647281	IMP-58	3005465.0	resfinder
193	193	blaTEM-97_1_AF397067	TEM-98	3006139.0	resfinder
194	194	blaZ_20_JBVX01000014	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
195	195	blaVIM-40_1_HG934765	VIM-40	3002310.0	resfinder
196	196	blaTEM-9_1_KY271103	TEM-9	3000881.0	resfinder
197	197	blaSHV-69_1_DQ174308	SHV-69	3001123.0	resfinder
198	198	blaIMP-40_1_AB753457	IMP-40	3002231.0	resfinder
199	199	blaFAR-1_1_AF024601	FAR-1	3004784.0	resfinder
200	200	sul1_24_EU117158	sul1	3000410.0	resfinder
201	201	dfrA30_1_AM997279	dfrA30	3004552.0	resfinder
202	202	blaIMP-68_1_MF669572	IMP-68	3005019.0	resfinder
203	203	blaLEN10_1_AJ635419	blaLEN10	blaLEN10	resfinder
204	204	blaTEM-133_1_AY528425	TEM-133	3000997.0	resfinder
205	205	mcr-3.17_1_MH332767	MCR-3.6	3004503.0	resfinder
206	206	blaCTX-M-199_1_KY786032	CTX-M-199	3005622.0	resfinder
207	207	blaSHV-196_1_KX714286	SHV-196	3005229.0	resfinder
208	208	erm(O)_2_AJ223970	ErmO-srmA	3001303.0	resfinder
209	209	ant(6)-Ib_1_FN594949	ANT(6)-Ib	3002629.0	resfinder
210	210	blaOXA-139_1_AM991978	OXA-139	3001451.0	resfinder
211	211	qnrB6_1_EF520349	qnrB6	qnrB6	resfinder
212	212	blaZ_68_NZ_CUHK01000055	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
213	213	blaMOX-1_1_D13304	MOX-1	3002182.0	resfinder
214	214	blaZ_79_KU607584	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
215	215	blaCMY-6_1_AJ011293	CMY-6	3002017.0	resfinder
216	216	blaOXA-443_1_LC030178	OXA-443	3003599.0	resfinder
217	217	dfrA6_2_FJ905898	dfrA6	3004547.0	resfinder
218	218	blaOXA-280_1_APPZ01000001	OXA-280	3001735.0	resfinder
219	219	blaGOB-7_1_AF189297	GOB-7	3004814.0	resfinder
220	220	qnrB24_1_HM192542	qnrB24	qnrB24	resfinder
221	221	blaKPC-4_1_FJ473382	KPC-4	3002314.0	resfinder
222	222	tet(S)_3_X92946	tetS	3000192.0	resfinder
223	223	blaTEM-139_1_DQ072853	TEM-139	3001003.0	resfinder
224	224	erm(C)_10_Y09002	ErmC	3000250.0	resfinder
225	225	dfrD_1_Z50141	dfrD	3002866.0	resfinder
226	226	blaCMY-10_1_AF381615	CMY-10	3002021.0	resfinder
227	227	blaOXA-225_1_JN638887	OXA-225	3001493.0	resfinder
228	228	blaZ_70_NZ_CUEK01000047	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
229	229	dfrA19_2_EU855687	dfrA19	3003015.0	resfinder
230	230	blaZ_93_FKQA01000038	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
231	231	crpP_1_HM560971	cmrA	3002702.0	resfinder
232	232	blaOXA-517_1_KU878974	OXA-517	3005747.0	resfinder
233	233	blaCMY-149_1_KY624574	CMY-149	3005190.0	resfinder
234	234	tet(O/32/O)_3_NZ_AUJS01000017	tetO	3000190.0	resfinder
235	235	blaOXA-302_1_APRT01000004	OXA-302	3001757.0	resfinder
236	236	blaSHV-49_1_AY528718	SHV-49	3001106.0	resfinder
237	237	blaZ_30_JGUQ01000012	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
238	238	blaOXA-381_1_KJ135344	OXA-381	3001567.0	resfinder
239	239	blaOXA-272_1_LSAL01000001	OXA-272	3001728.0	resfinder
240	240	blaVIM-25_1_HM750249	VIM-25	3002295.0	resfinder
241	241	tet(L)_2_M29725	tet(L)	3000179.0	resfinder
242	242	kgmB_1_S60108	sgm	3000862.0	resfinder
243	243	blaZ_59_NZ_JVBT01000063	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
244	244	blaOXA-214_1_JN861782	OXA-214	3001713.0	resfinder
245	245	blaTEM-154_1_FJ807656	TEM-154	3001020.0	resfinder
246	246	blaACT-4_2_AJ311172	blaACT-4	blaACT-4	resfinder
247	247	blaCMY-48_1_HM569226	CMY-48	3002059.0	resfinder
248	248	blaOXA-4_1_AY162283	OXA-4	3001399.0	resfinder
249	249	dfrA16_2_AF174129	dfrA16	3003014.0	resfinder
250	250	blaOXY-1-7_7_M27459	OXY-1-1	3002389.0	resfinder
251	251	blaHERA-1_1_AF311385	HERA-1	3004448.0	resfinder
252	252	blaCTX-M-193_1_KY563766	CTX-M-193	3005616.0	resfinder
253	253	otr(B)_1_AF079900	otr(B)	3002892.0	resfinder
254	254	blaOXA-449_1_KR061498	OXA-449	3003605.0	resfinder
255	255	erm(B)_15_U48430	ErmB	3000375.0	resfinder
256	256	blaOXA-291_1_APRL01000010	OXA-291	3001746.0	resfinder
257	257	erm(42)_1_FR734406	Erm(42)	3003106.0	resfinder
258	258	qnrVC5_1_JN408080	QnrVC5	3002802.0	resfinder
259	259	tet(W/32/O)_1_AM710601	tet(W/N/W)	3004442.0	resfinder
260	260	blaSHV-26_1_AF227204	SHV-26	3001084.0	resfinder
261	261	qacA4_1_MK046687	qacA	3003046.0	resfinder
262	262	ere(A)_6_DQ157752	EreA	3000361.0	resfinder
263	263	blaTEM-71_1_AF203816	TEM-71	3000937.0	resfinder
264	264	blaOXY-6-2_2_AJ871875	OXY-6-2	3002414.0	resfinder
265	265	tet(49)_1_KR857683	tet(49)	3004582.0	resfinder
266	266	blaIMI-3_1_GU015024	IMI-3	3001860.0	resfinder
267	267	blaOKP-B-3_1_AM051152	OKP-B-3	3002436.0	resfinder
268	268	blaZ_4_X04121	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
269	269	fexA_1_AJ549214	fexA	3002704.0	resfinder
270	270	dfrA3_1_J03306	dfrA3	3003105.0	resfinder
271	271	aac(3)-VIII_2_AJ843080	AAC(3)-VIIIa	3002542.0	resfinder
272	272	tet(33)_1_AY255627	tet(33)	3000478.0	resfinder
273	273	blaSHV-182_1_KP050489	SHV-182	3001364.0	resfinder
274	274	dfrB4_3_HQ317921	dfrB4	3004498.0	resfinder
275	275	aac(6')-Iaf_1_AB462903	AAC(6')-Iaf	3002574.0	resfinder
276	276	blaOXA-257_1_KC567681	OXA-257	3001694.0	resfinder
277	277	aph(3'')-Ib_2_AF024602	APH(3'')-Ib	3002639.0	resfinder
278	278	blaSHV-29_1_AF301532	SHV-29	3001087.0	resfinder
279	279	blaTEM-216_1_KF944358	TEM-216	3001393.0	resfinder
280	280	blaOXA-219_1_JN215211	OXA-219	3001668.0	resfinder
281	281	blaTEM-135_1_GQ896333	TEM-135	3000999.0	resfinder
282	282	blaB-8_1_AF189305	BlaB-8	3005556.0	resfinder
283	283	tet(W)_3_AJ427421	tetW	3000194.0	resfinder
284	284	blaCTX-M-112_1_JF274246	CTX-M-112	3001972.0	resfinder
285	285	blaOKP-B-13_1_AY825330	OKP-B-13	3002446.0	resfinder
286	286	blaSHV-153_1_JX121120	SHV-153	3001192.0	resfinder
287	287	blaOXA-336_1_KF048907	OXA-336	3001524.0	resfinder
288	288	mcr-3.10_1_MG214531	MCR-3.10	3004504.0	resfinder
289	289	aph(3')-Ib_2_AJ744860	APH(3')-Ib	3002642.0	resfinder
290	290	blaCARB-3_1_S46063	blaCARB-3	blaCARB-3	resfinder
291	291	lnu(D)_1_EF452177	lnuD	3002838.0	resfinder
292	292	blaTEM-167_1_FJ360884	TEM-167	3001033.0	resfinder
293	293	blaZ_48_CFPA01000022	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
294	294	blaOXA-299_1_APQD01000016	OXA-299	3001754.0	resfinder
295	295	blaOXA-123_1_EU255292	OXA-123	3001445.0	resfinder
296	296	blaNDM-11_1_KP265939	NDM-11	3002361.0	resfinder
297	297	blaCTX-M-151_1_AB916359	CTX-M-151	3002008.0	resfinder
298	298	kmr_1_ENA_ACB88605	npmA	3002665.0	resfinder
299	299	blaACT-10_1_JN848330	ACT-10	3001832.0	resfinder
300	300	blaLEN1_1_X04515	LEN-1	3002454.0	resfinder
301	301	blaCMH-3_1_KX192165	CMH-3	3006855.0	resfinder
302	302	cepA-44_1_U05885	CepA-44	3006225.0	resfinder
303	303	aadA8b_1_AY139603	aadA8	3002608.0	resfinder
304	304	blaOXA-282_1_APQS01000019	OXA-282	3001737.0	resfinder
305	305	blaKPC-41_1_MK497255	KPC-41	3005373.0	resfinder
306	306	aph(3'')-Ic_1_DQ336355	APH(3'')-Ic	3002640.0	resfinder
307	307	aac(3)-VIIIa_1_M55426	AAC(3)-VIIIa	3002542.0	resfinder
308	308	blaCTX-M-200_1_KY997188	CTX-M-200	3005623.0	resfinder
309	309	aac(6')-IIc_1_NC_012555	AAC(6')-IIc	3002596.0	resfinder
310	310	blaCMY-24_1_EF415650	CMY-24	3002035.0	resfinder
311	311	erm(46)_1_KM679362	erm(46)	3004596.0	resfinder
312	312	tet(O)_2_M20925	tetO	3000190.0	resfinder
313	313	blaOXA-60b_1_AY664504	OXA-60	3001808.0	resfinder
314	314	dfrA1_12_AY141977	dfrA1	3002854.0	resfinder
315	315	blaIMP-73_1_MH021848	IMP-73	3005478.0	resfinder
316	316	aph(6)-Id_2_AF024602	APH(6)-Id	3002660.0	resfinder
317	317	rmtB_1_AB103506	rmtB	3000860.0	resfinder
318	318	blaOXA-331_1_KF203105	OXA-331	3001519.0	resfinder
319	319	blaCTX-M-47_1_AY847143	CTX-M-47	3001909.0	resfinder
320	320	blaVIM-9_1_AY524988	VIM-9	3002279.0	resfinder
321	321	cat_2_M35190	Campylobacter coli chloramphenicol acetyltransferase	3004454.0	resfinder
322	322	dfrA12_6_AY551331	dfrA12	3002858.0	resfinder
323	323	blaOXA-493_1_CP007774	OXA-493	3005726.0	resfinder
324	324	blaTEM-57_1_FJ405211	TEM-57	3000926.0	resfinder
325	325	blaTEM-148_1_AM087454	TEM-148	3001015.0	resfinder
326	326	blaCTX-M-79_1_EF426798	CTX-M-79	3001940.0	resfinder
327	327	blaIMP-4_1_AF244145	IMP-4	3002195.0	resfinder
328	328	blaDHA-19_1_KM087849	DHA-19	3002150.0	resfinder
329	329	mph(B)_1_D85892	mphB	3000318.0	resfinder
330	330	VanC1XY_1_AF162694	vanC	3000368.0	resfinder
331	331	VanC1XY_1_AF162694	vanXY gene in vanC cluster	3002966.0	resfinder
332	332	blaCTX-M-21_1_AJ416346	CTX-M-21	3001883.0	resfinder
333	333	blaOXA-300_1_APPK01000054	OXA-300	3001755.0	resfinder
334	334	blaOXA-490_1_KU721147	OXA-464	3003620.0	resfinder
335	335	erm(X)_2_X51472	ErmX	3000596.0	resfinder
336	336	aph(3')-IX_1_APPN01000061	APH(3')-IX	3004087.0	resfinder
337	337	blaCTX-M-111_1_JF274243	CTX-M-111	3001971.0	resfinder
338	338	blaZ_94_LYRW01000005	PC1 beta-lactamase (blaZ)	3000621.0	resfinder
339	339	cmlA1_2_AB212941	cmlA5	3002695.0	resfinder
340	340	blaTEM-28_1_U37195	TEM-28	3000898.0	resfinder
341	341	blaIND-6_1_AM087455	IND-6	3002262.0	resfinder
342	342	blaCARB-12_1_D13210	CARB-12	3002250.0	resfinder
343	343	blaOXA-418_1_KJ997966	OXA-418	3002496.0	resfinder
344	344	blaLEN13_1_AJ635403	blaLEN13	blaLEN13	resfinder
345	345	blaOXA-268_1_APOE01000008	OXA-268	3001724.0	resfinder
346	346	vga(C)_1_FN806792	vgaC	3002831.0	resfinder
347	347	tet(W/32/O)_3_AM710603	tet(W/N/W)	3004442.0	resfinder
348	348	VanNXY_1_JF802084	vanN	3002912.0	resfinder
349	349	VanNXY_1_JF802084	vanXY gene in vanN cluster	3002969.0	resfinder
350	350	qepA_1_FJ167861	QepA4	3004379.0	resfinder
351	351	blaOXA-565_1_KY883665	OXA-565	3005789.0	resfinder
352	352	blaOXA-412_1_KJ584921	OXA-412	3001603.0	resfinder
353	353	blaOXA-329_1_KF203103	OXA-329	3001517.0	resfinder
354	354	blaCMY-16_1_AJ781421	CMY-16	3002027.0	resfinder
355	355	blaTEM-72_1_AF157553	TEM-72	3000938.0	resfinder
356	356	erm(39)_1_AY487229	Erm(39)	3000602.0	resfinder
357	357	tet(X3)_1_MK134375	Tet(X3)	3004719.0	resfinder
358	358	blaDHA-18_1_KM087841	DHA-18	3002149.0	resfinder
359	359	blaSHV-41_1_AF535129	SHV-41	3001099.0	resfinder
360	360	blaTEM-106_1_AY101578	TEM-106	3000969.0	resfinder
361	361	qnrS6_1_HQ631376	QnrS6	3002795.0	resfinder
362	362	mecA_9_AB505630	mecA	3000617.0	resfinder
363	363	tet(X)_2_M37699	tetX	3000205.0	resfinder
364	364	tet(D)_1_AF467077	tet(D)	3000168.0	resfinder
365	365	mecA_3_Y13095	mecA	3000617.0	resfinder
366	366	blaCMY-128_1_KM985466	CMY-128	3003136.0	resfinder
367	367	mcr-2.1_1_LT598652	MCR-2.1	3004110.0	resfinder
368	368	blaCTX-M-90_1_FJ907381	CTX-M-90	3001950.0	resfinder
369	369	blaCARB-48_1_NG050604	CARB-48	3005582.0	resfinder
370	370	blaCMY-8b_1_DQ094251	CMY-8b	3006464.0	resfinder
371	371	lsa(A)_3_AY737526	lsaA	3000300.0	resfinder
372	372	blaSHV-24_1_AB023477	SHV-24	3001082.0	resfinder
373	373	blaVIM-23_1_GQ242167	VIM-23	3002293.0	resfinder
374	374	blaOXA-288_1_APRN01000033	OXA-288	3001743.0	resfinder
