Original ID	Gene Name in CARD	ARO	Database
tetracycline resistance ribosomal protection protein Tet(Q)|MK936032.1|Pan_troglodytes_feces|TET	tet(Q)	3000191	resfinder_fg
tetracycline resistance ribosomal protection protein Tet(Q)|MK936034.1|Human_feces|TET	tet(Q)	3000191	resfinder_fg
tetracycline resistance ribosomal protection protein Tet(Q)|MK936035.1|Gorilla_feces|TET	tet(Q)	3000191	resfinder_fg
tetracycline resistance ribosomal protection protein Tet(Q)|MK936036.1|Human_feces|TET	tet(Q)	3000191	resfinder_fg
tetracycline resistance ribosomal protection protein Tet(Q)|MK936037.1|Human_feces|TET	tet(Q)	3000191	resfinder_fg
Beta-lactamase TEM|JN086157.1|human fecal matter|AMX	ORN-3	3006959	resfinder_fg
Extended-spectrum beta-lactamase PER-1|JN086158.1|human fecal matter|AMX	CblA-1	3002999	resfinder_fg
Beta-lactamase OXA-10|JN086160.1|human fecal matter|AMX	OXA-347	3001777	resfinder_fg
D-alanine--D-alanine ligase|JN086161.1|human fecal matter|CYC	D-Ala-D-Ala ligase	3003970	resfinder_fg
D-alanine--D-alanine ligase|JN086162.1|human fecal matter|CYC	vanL	3002910	resfinder_fg
D-alanine--D-alanine ligase|JN086164.1|human fecal matter|CYC	vanG	3002909	resfinder_fg
D-alanine--D-alanine ligase|JN086165.1|human fecal matter|CYC	D-Ala-D-Ala ligase	3003970	resfinder_fg
D-alanine--D-alanine ligase|JN086166.1|human fecal matter|CYC	D-Ala-D-Ala ligase	3003970	resfinder_fg
D-alanine--D-alanine ligase|JN086167.1|human fecal matter|CYC	D-Ala-D-Ala ligase	3003970	resfinder_fg
D-alanine--D-alanine ligase|JN086168.1|human fecal matter|CYC	D-Ala-D-Ala ligase	3003970	resfinder_fg
Bifunctional AAC/APH|JN086169.1|human fecal matter|KAN	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	3002597	resfinder_fg
tetracycline resistance ribosomal protection protein Tet(O)|JN086171.1|human fecal matter|TET	tet(O)	3000190	resfinder_fg
tetracycline resistance ribosomal protection protein Tet(W)|JN086172.1|human fecal matter|TET	tet(W)	3000194	resfinder_fg
tetracycline resistance ribosomal protection protein Tet(32)|JN086173.1|human fecal matter|TET	tet(32)	3000196	resfinder_fg
Beta-lactamase|KJ910910.1|feces|CAZ	EC-14	3006875	resfinder_fg
Beta-lactamase|KJ910913.1|feces|PEN	EC-15	3006876	resfinder_fg
Beta-lactamase|KJ910914.1|feces|TZP	CMY-132	3003652	resfinder_fg
Beta-lactamase|KJ910915.1|feces|PIP	EC-14	3006875	resfinder_fg
Beta-lactamase|KJ910932.1|feces|CAZ	EC-14	3006875	resfinder_fg
Beta-lactamase|KJ910933.1|feces|PEN	EC-18	3006878	resfinder_fg
Beta-lactamase|KJ910934.1|feces|TZP	EC-14	3006875	resfinder_fg
Beta-lactamase|KJ910936.1|feces|PIP	EC-18	3006878	resfinder_fg
Extended-spectrum beta-lactamase PER-1|KJ910942.1|feces|ATM	CblA-1	3002999	resfinder_fg
Extended-spectrum beta-lactamase PER-1|KJ910948.1|feces|CAZ	CblA-1	3002999	resfinder_fg
Extended-spectrum beta-lactamase PER-1|KJ910949.1|feces|PIP	CblA-1	3002999	resfinder_fg
tetracycline resistance ribosomal protection protein Tet(W)|KJ910950.1|feces|TET	tet(W)	3000194	resfinder_fg
putative peptidoglycan D%2CD-transpeptidase PenA|KJ910959.1|feces|CAZ	Neisseria meningititis PBP2 conferring resistance to beta-lactam	3003937	resfinder_fg
putative peptidoglycan D%2CD-transpeptidase PenA|KJ910962.1|feces|TZP	Neisseria meningititis PBP2 conferring resistance to beta-lactam	3003937	resfinder_fg
Chloramphenicol acetyltransferase|KJ910965.1|feces|CHL	catQ	3002687	resfinder_fg
Tetracycline resistance protein TetO|KJ910966.1|feces|TET	tet(O)	3000190	resfinder_fg
Chloramphenicol acetyltransferase|KJ910967.1|feces|CHL	catP	3002686	resfinder_fg
putative peptidoglycan D%2CD-transpeptidase PenA|KJ910969.1|feces|CAZ	Neisseria meningititis PBP2 conferring resistance to beta-lactam	3003937	resfinder_fg
putative peptidoglycan D%2CD-transpeptidase PenA|KJ910971.1|feces|CAZ	Neisseria meningititis PBP2 conferring resistance to beta-lactam	3003937	resfinder_fg
Chloramphenicol acetyltransferase 2|KJ910976.1|feces|CHL	catII	3002684	resfinder_fg
putative peptidoglycan D%2CD-transpeptidase PenA|KJ910977.1|feces|CAZ	Neisseria gonorrhoeae PBP2 conferring resistance to beta-lactam antibiotics	3004832	resfinder_fg
putative peptidoglycan D%2CD-transpeptidase PenA|KJ910979.1|feces|CAZ	Neisseria meningititis PBP2 conferring resistance to beta-lactam	3003937	resfinder_fg
putative peptidoglycan D%2CD-transpeptidase PenA|KJ910980.1|feces|CAZ	Neisseria meningititis PBP2 conferring resistance to beta-lactam	3003937	resfinder_fg
Beta-lactamase|KJ910983.1|feces|CAZ	ROB-1	3002995	resfinder_fg
Metallo-beta-lactamase L1 type 3|KJ910984.1|feces|PEN	Rm3	3003894	resfinder_fg
Metallo-beta-lactamase L1 type 3|KJ910985.1|feces|PEN	Rm3	3003894	resfinder_fg
Metallo-beta-lactamase L1 type 3|KJ910986.1|feces|PEN	Rm3	3003894	resfinder_fg
Metallo-beta-lactamase L1 type 3|KJ910987.1|feces|PEN	Rm3	3003894	resfinder_fg
Metallo-beta-lactamase L1 type 3|KJ910988.1|feces|PEN	Rm3	3003894	resfinder_fg
Beta-lactamase|KJ910989.1|feces|PEN	ROB-6	3005076	resfinder_fg
Metallo-beta-lactamase L1 type 3|KJ910991.1|feces|PEN	Rm3	3003894	resfinder_fg
Metallo-beta-lactamase type 2|KJ910994.1|feces|PEN	SPM-1	3003793	resfinder_fg
Beta-lactamase 1|KJ910995.1|feces|TZP	ROB-7	3005077	resfinder_fg
Beta-lactamase 1|KJ910996.1|feces|PIP	ROB-8	3005078	resfinder_fg
tetracycline resistance ribosomal protection protein Tet(W)|KJ911000.1|feces|TET	tet(W)	3000194	resfinder_fg
tetracycline resistance ribosomal protection protein Tet(M)|KJ911006.1|feces|TET	tet(M)	3000186	resfinder_fg
Extended-spectrum beta-lactamase PER-1|GQ244488.1|soil|AMX	LUS-1	3006942	resfinder_fg
Extended-spectrum beta-lactamase PER-1|GQ244489.1|soil|CAR	LUS-1	3006942	resfinder_fg
Metallo-beta-lactamase L1 type 3|GQ244491.1|soil|AMX	Rm3	3003894	resfinder_fg
Beta-lactamase|GQ244493.1|soil|CAZ	PDC-33	3006699	resfinder_fg
Beta-lactamase|GQ244494.1|soil|PIP	AQU-1	3002993	resfinder_fg
Beta-lactamase OXA-10|GQ244495.1|soil|CAR	OXA-151	3001456	resfinder_fg
Beta-lactamase OXA-18|GQ244496.1|soil|CAZ	OXA-29	3001424	resfinder_fg
tetracycline resistance ribosomal protection protein Tet(S)|KY686299.1|Cabrales cheese|TET	tet(S)	3000192	resfinder_fg
tetracycline resistance ribosomal protection protein Tet(M)|KY686300.1|Cabrales cheese|TET	tet(M)	3000186	resfinder_fg
tetracycline resistance ribosomal protection protein Tet(M)|KY686301.1|Cabrales cheese|TET	tet(M)	3000186	resfinder_fg
tetracycline efflux MFS transporter Tet(L)|KY686302.1|Cabrales cheese|TET	tet(L)	3000179	resfinder_fg
Beta-lactamase|JX009203.1|soil|AMX	OCH-1	3002514	resfinder_fg
Beta-lactamase|JX009204.1|soil|AMX	SRT-3	3006853	resfinder_fg
Beta-lactamase Toho-1|JX009205.1|soil|AMX	RAHN-2	3006980	resfinder_fg
Beta-lactamase|JX009206.1|soil|AMX	SRT-3	3006853	resfinder_fg
Beta-lactamase|JX009207.1|soil|AMX	PDC-33	3006699	resfinder_fg
Beta-lactamase|JX009209.1|soil|AMX	SRT-3	3006853	resfinder_fg
Beta-lactamase PSE-1|JX009211.1|soil|AMX	CARB-3	3002242	resfinder_fg
Beta-lactamase|JX009212.1|soil|AMX	SRT-2	3002494	resfinder_fg
Beta-lactamase|JX009229.1|soil|CAR	PDC-343	3006713	resfinder_fg
Beta-lactamase|JX009231.1|soil|CAR	PDC-48	3005148	resfinder_fg
Beta-lactamase|JX009235.1|soil|CAR	SRT-3	3006853	resfinder_fg
Chloramphenicol acetyltransferase|JX009248.1|soil|CHL	catB11	3004660	resfinder_fg
D-alanine--D-alanine ligase A|JX009269.1|soil|CYC	vanL	3002910	resfinder_fg
2''-aminoglycoside nucleotidyltransferase|JX009286.1|soil|GEN	ANT(2'')-Ia	3000230	resfinder_fg
Tetracycline resistance protein%2C class C|JX009290.1|soil|MIN	tet(G)	3000174	resfinder_fg
Tetracycline resistance protein%2C class C|JX009293.1|soil|OXY	tet(A)	3000165	resfinder_fg
Beta-lactamase|JX009294.1|soil|PEN	SRT-3	3006853	resfinder_fg
Beta-lactamase|JX009295.1|soil|PEN	OCH-1	3002514	resfinder_fg
Beta-lactamase|JX009300.1|soil|PEN	EC-16	3006877	resfinder_fg
Beta-lactamase|JX009301.1|soil|PEN	ACT-38	3003655	resfinder_fg
Beta-lactamase|JX009322.1|soil|PIP	PDC-161	3006540	resfinder_fg
Beta-lactamase|JX009323.1|soil|PIP	SRT-3	3006853	resfinder_fg
Beta-lactamase|JX009324.1|soil|PIP	PDC-241	3006619	resfinder_fg
Beta-lactamase PSE-4|JX009326.1|soil|PIP	CARB-22	3003151	resfinder_fg
Beta-lactamase|JX009328.1|soil|PIP	SRT-3	3006853	resfinder_fg
Chloramphenicol acetyltransferase 2|JX009375.1|gut|CHL	catP	3002686	resfinder_fg
Extended-spectrum beta-lactamase PER-1|JX009377.1|gut|CAR	CblA-1	3002999	resfinder_fg
Chloramphenicol acetyltransferase|KJ691889.1|grassland soil|CHL	Clostridium butyricum catB	3002674	resfinder_fg
D-alanine--D-alanine ligase|KJ691893.1|grassland soil|CYC	vanL	3002910	resfinder_fg
Extended-spectrum beta-lactamase PER-1|KJ691895.1|grassland soil|ATM	SSA	3007442	resfinder_fg
Tetracycline resistance protein TetO|KJ691905.1|grassland soil|TET	Streptomyces rimosus otr(A)	3002891	resfinder_fg
Extended-spectrum beta-lactamase PER-1|KJ691910.1|grassland soil|FEP	VEB-11	3006208	resfinder_fg
Dihydrofolate reductase|KJ691913.1|grassland soil|SXT	dfrA35	3005164	resfinder_fg
Dihydrofolate reductase|KJ691914.1|grassland soil|TMP	DfrA38	3005349	resfinder_fg
16S rRNA (guanine(1405)-N(7))-methyltransferase|KJ691920.1|grassland soil|GEN	sgm	3000862	resfinder_fg
Metallo-beta-lactamase L1 type 3|KJ691922.1|grassland soil|ATM	Rm3	3003894	resfinder_fg
Beta-lactamase OXA-10|KJ691924.1|grassland soil|ATM	BSU-1	3006902	resfinder_fg
Metallo-beta-lactamase type 2|KJ691928.1|grassland soil|PEN	Rm3	3003894	resfinder_fg
Beta-lactamase OXA-10|KJ691929.1|grassland soil|PEN	OXA-156	3001461	resfinder_fg
Dihydrofolate reductase|KJ691931.1|grassland soil|TMP	dfrF	3002867	resfinder_fg
Dihydrofolate reductase|KJ691932.1|grassland soil|TMP	dfrG	3002868	resfinder_fg
Dihydrofolate reductase|KJ691937.1|grassland soil|TMP	dfrI	3004645	resfinder_fg
putative beta-lactamase YbxI|KJ691939.1|grassland soil|ATM	BSU-1	3006902	resfinder_fg
Beta-lactamase Toho-1|KJ691941.1|grassland soil|PEN	CTX-M-86	3001946	resfinder_fg
Beta-lactamase OXA-2|KJ691944.1|grassland soil|PEN	OXA-198	3001805	resfinder_fg
D-alanine--D-alanine ligase|KJ691947.1|grassland soil|CYC	vanG	3002909	resfinder_fg
D-alanine--D-alanine ligase|KJ691950.1|grassland soil|CYC	D-Ala-D-Ala ligase	3003970	resfinder_fg
Dihydrofolate reductase|KJ691954.1|grassland soil|SXT	dfrG	3002868	resfinder_fg
Dihydrofolate reductase|KJ691958.1|grassland soil|TMP	dfrG	3002868	resfinder_fg
Dihydrofolate reductase type 3|KJ691959.1|grassland soil|TMP	dfrA3	3003105	resfinder_fg
Dihydrofolate reductase|KJ691960.1|grassland soil|TMP	dfrA3	3003105	resfinder_fg
Dihydrofolate reductase|KJ691961.1|grassland soil|TMP	dfrI	3004645	resfinder_fg
Beta-lactamase OXA-10|KJ691965.1|grassland soil|ATM	BSU-1	3006902	resfinder_fg
putative beta-lactamase YbxI|KJ691966.1|grassland soil|ATM	BSU-1	3006902	resfinder_fg
D-alanine--D-alanine ligase B|KJ691967.1|grassland soil|CYC	vanA	3000010	resfinder_fg
Dihydrofolate reductase type 3|KJ691968.1|grassland soil|TMP	dfrA26	3002857	resfinder_fg
Dihydrofolate reductase|KJ691972.1|grassland soil|TMP	DfrA38	3005349	resfinder_fg
Tetracycline resistance protein%2C class C|KJ691977.1|grassland soil|TET	tet(41)	3000569	resfinder_fg
Tetracycline resistance protein%2C class C|KJ691980.1|grassland soil|TET	tet(41)	3000569	resfinder_fg
Beta-lactamase OXA-2|KJ691985.1|grassland soil|PEN	OXA-729	3005934	resfinder_fg
putative beta-lactamase YbxI|KJ691992.1|grassland soil|PIP	OXA-729	3005934	resfinder_fg
Beta-lactamase OXA-10|KJ691997.1|grassland soil|PEN	OXA-729	3005934	resfinder_fg
Metallo-beta-lactamase L1 type 3|KJ691998.1|grassland soil|PEN	Rm3	3003894	resfinder_fg
Dihydrofolate reductase type 3|KJ692002.1|grassland soil|SXT	dfrA3	3003105	resfinder_fg
Dihydrofolate reductase type 3|KJ692009.1|grassland soil|TMP	dfrA26	3002857	resfinder_fg
Dihydrofolate reductase type 3|KJ692014.1|grassland soil|TMP	dfrA3	3003105	resfinder_fg
D-alanine--D-alanine ligase|KJ692023.1|grassland soil|CYC	D-Ala-D-Ala ligase	3003970	resfinder_fg
Dihydrofolate reductase type 3|KJ692028.1|grassland soil|SXT	dfrA3	3003105	resfinder_fg
Dihydrofolate reductase|KJ692029.1|grassland soil|SXT	dfrA3	3003105	resfinder_fg
Dihydrofolate reductase|KJ692032.1|grassland soil|SXT	dfrA22	3003018	resfinder_fg
Dihydrofolate reductase|KJ692033.1|grassland soil|SXT	dfr22	3005354	resfinder_fg
Dihydrofolate reductase type 3|KJ692038.1|grassland soil|TMP	dfrA26	3002857	resfinder_fg
Dihydrofolate reductase|KJ692039.1|grassland soil|TMP	dfrA3	3003105	resfinder_fg
16S rRNA (guanine(1405)-N(7))-methyltransferase|KJ692040.1|grassland soil|GEN	sgm	3000862	resfinder_fg
16S rRNA (guanine(1405)-N(7))-methyltransferase|KJ692041.1|grassland soil|GEN	sgm	3000862	resfinder_fg
Extended-spectrum beta-lactamase PER-1|KJ692045.1|grassland soil|CAZ	LUS-1	3006942	resfinder_fg
Extended-spectrum beta-lactamase PER-1|KJ692046.1|grassland soil|CAZ	LRA-5	3002483	resfinder_fg
D-alanine--D-alanine ligase|KJ692049.1|grassland soil|CYC	vanG	3002909	resfinder_fg
D-alanine--D-alanine ligase|KJ692050.1|grassland soil|CYC	vanA	3000010	resfinder_fg
putative beta-lactamase YbxI|KJ692057.1|grassland soil|PIP	BSU-1	3006902	resfinder_fg
Dihydrofolate reductase type 3|KJ692061.1|grassland soil|TMP	dfrA3	3003105	resfinder_fg
Dihydrofolate reductase type 3|KJ692073.1|grassland soil|TMP	dfrA3	3003105	resfinder_fg
Metallo-beta-lactamase L1 type 3|KJ692079.1|grassland soil|CAZ	Rm3	3003894	resfinder_fg
Metallo-beta-lactamase L1 type 3|KJ692085.1|grassland soil|FOX	Rm3	3003894	resfinder_fg
Metallo-beta-lactamase L1 type 3|KJ692088.1|grassland soil|FOX	Rm3	3003894	resfinder_fg
