Original ID	Gene Name in CARD	ARO	Database
(AGly)aph(3'')-Ia1:AP009493:BAG17078:267117-267935:819	APH(3'')-Ia	3002638	argannot
(AGly)aph(3'')-Ia:FJ172370:38668-39483:816	APH(3')-Ia	3002641	argannot
(AGly)aph(3'')-Ic:DQ336355:603-1367:816	APH(3'')-Ic	3002640	argannot
(AGly)aph(3')-IX:NG_055648:WP_004861468:101:901:801	APH(3')-IXa	3004087	argannot
(AGly)aph(3')-Ic:KP119857:914-1729:816	APH(3')-Ia	3002641	argannot
(AGly)aph(9)-ib:NG_047474:101-1093:993	APH(9)-Ib	3002663	argannot
(AGly)aph-VIII:AF182845:1-804:804	APH(3')-VIIIa	3004680	argannot
(AGly)aph3-IIc:HQ424460:2-805:804	APH(3')-IIc	3002646	argannot
(AGly)aph3-IV:X03364:277-1065:789	APH(3')-IVa	3002648	argannot
(AGly)aph3-Ia:HQ840942:23569-24384:816	APH(3')-Ia	3002641	argannot
(AGly)aph3-Ib:M20305:779-1594:816	APH(3')-Ib	3002642	argannot
(AGly)aph3-Id:Z48231:820-1635:816	APH(3')-Ia	3002641	argannot
(AGly)aph3-VIIa:M29953:131-1036:753	APH(3')-VIIa	3002654	argannot
(AGly)aph3-VIb:AJ627643:4934-5713:780	APH(3')-VIb	3002653	argannot
(AGly)aph3-Va:U24442:680-1456:780	APH(3')-VIIIa	3004680	argannot
(AGly)aph3-Vb:M22126:373-1164:792	APH(3')-Vb	3002650	argannot
(AGly)aph3-Vc:S81599:282-1076:795	APH(3')-Vc	3002651	argannot
(AGly)aph4-Ia:V01499:231-1256:1026	APH(4)-Ia	3002655	argannot
(AGly)aph4-Ib:X03615:232-1230:999	APH(7'')-Ia	3002661	argannot
(AGly)aph6-Ia:AY971801:1-924:924	APH(6)-Ia	3002657	argannot
(AGly)aph6-Ib:X05648:382-1305:924	APH(6)-Ib	3002658	argannot
(AGly)aph7:GG774704:686456-687373:918	APH(4)-Ia	3002655	argannot
(AGly)aph9-Ia:U94857:151-1146:996	APH(9)-Ia	3002662	argannot
(AGly)aph9-Ib:U70376:3618-4541:996	APH(6)-Ib	3002658	argannot
(AGly)aphA15:Y18050:4758-5552:795	aphA15	3004675	argannot
(AGly)aphA16:NG_051908:101-889:789	APH(3')-IIIa	3002647	argannot
(AGly)aphA2:X57709:1-795:795	APH(3')-IIa	3002644	argannot
(AGly)aphA6:JF949760:695-1474:771	APH(3')-VIa	3002652	argannot
(AGly)aphEI:M37378:AAA26700:298-1116:819	APH(3'')-Ia	3002638	argannot
(AGly)aphEII:X53527:CAA37605:1-819:819	APH(3'')-Ia	3002638	argannot
(AGly)apmA:FN806789:2858-3682:822	apmA	3003918	argannot
(AGly)armA:AY220558:1978-2751:774	armA	3000858	argannot
(AGly)grm:NG_047907:101-925:825	sgm	3000862	argannot
(AGly)kamB:NG_050562:101-748:648	kamB	3004102	argannot
(AGly)npmA:AB261016:3069-3728:660	npmA	3002665	argannot
(AGly)rmtA:AB120321:6677-7432:756	rmtA	3000859	argannot
(AGly)rmtB2:JN968578:1-756:756	rmtB	3000860	argannot
(AGly)rmtB3:NG_051535:1-756:756	rmtB	3000860	argannot
(AGly)rmtB4:NG_051536:1-756:756	rmtB	3000860	argannot
(AGly)rmtB:AB103506:1410-2165:756	rmtB	3000860	argannot
(AGly)rmtC:AB194779:6903-7748:846	rmtC	3000861	argannot
(AGly)rmtD2:HQ401565:14882-14139:744	rmtD2	3004677	argannot
(AGly)rmtD:DQ914960:9632-8889:744	rmtD	3002667	argannot
(AGly)rmtE2:NG_050559:101-922:822	rmtE2	3004679	argannot
(AGly)rmtE:GU201947:55-876:822	rmtE	3004678	argannot
(AGly)rmtF:JQ808129:55-876:822	rmtF	3002666	argannot
(AGly)rmtG:JX486113:1-795:795	rmtG	3002668	argannot
(AGly)rmtH:KC544262:666-1424:759	rmtH	3003198	argannot
(AGly)sat-2A:X51546:518-1042:525	SAT-2	3002895	argannot
(AGly)sat3:Z48231:221-763:543	SAT-3	3002898	argannot
(AGly)sat4A:X92945:38870-39412:543	SAT-4	3002897	argannot
(AGly)satA:NG_064662:WP_003242546:101_622:522	SAT-4	3002897	argannot
(AGly)spc:X02588:331-1113:783	ANT(9)-Ia	3002630	argannot
(AGly)sph-I:HQ424461:ADQ43422:18-830:813	APH(6)-Ic	3002659	argannot
(AGly)sph:AY037297:2706-3548:843	APH(6)-Ic	3002659	argannot
(AGly)spw:NG_048075:101-910:810	ANT(9)-Ia	3002630	argannot
(AGly)sta:NG_048077:101-670:570	sta	3004699	argannot
(AGly)str:X92946:18908-18060:849	aadK	3002627	argannot
(AGly)strA:AB366441:22458-23261:804	APH(3'')-Ib	3002639	argannot
(AGly)strB:FJ474091:264-1100:837	APH(6)-Id	3002660	argannot
(AGly)vph:NG_048566:101-982:882	vph	3003061	argannot
(AGly_Flqn)aac(6')-Ib-cr:EF636461:1124-1642:519	AAC(6')-Ib-cr4	3005114	argannot
(Bla):AB916359:BAP34782:794-1708:915	CTX-M-151	3002008	argannot
(Bla)AmpC1_Ecoli:FN649414:2765051-2766355:1302	PDC-347	3006716	argannot
(Bla)AmpC2_Ecoli:CP002970:332756-333889:1134	Escherichia coli ampC beta-lactamase	3004290	argannot
(Bla)BJP-1:NG_048709:101-985:885	BJP-1	3000856	argannot
(Bla)BLA-1:AY453161:501-1430:930	Bla1	3000090	argannot
(Bla)BSU-1:NG_050942:101-904:804	BSU-1	3006902	argannot
(Bla)BlaA1:NC_010410:1803480-1804499:1020	AIM-1	3000853	argannot
(Bla)BlaA2:NC_010410:2507740-2509014:1275	CblA-1	3002999	argannot
(Bla)CARB-10:EU850412:2270-3166:897	CARB-10	3002249	argannot
(Bla)CARB-11:AY008290:1-867:867	CARB-11	3005559	argannot
(Bla)CARB-14/blaRTG:NG_048717:101-997:897	CARB-14	3002252	argannot
(Bla)CARB-1:D86225:232-1098:867	CARB-12	3002250	argannot
(Bla)CARB-2:HQ157204:747-1613:867	CARB-53	3005587	argannot
(Bla)CARB-3:S46063:122-1036:915	CARB-3	3002242	argannot
(Bla)CARB-49:NG_051466:1-897:897	CARB-49	3005583	argannot
(Bla)CARB-4:AY913772:1600-2466:867	CARB-4	3002243	argannot
(Bla)CARB-5:AF135373:12-908:897	CARB-5	3002244	argannot
(Bla)CARB-6:AF030945:96-962:867	CARB-6	3002245	argannot
(Bla)CARB-7:AF409092:888-1754:867	CARB-7	3002246	argannot
(Bla)CARB-8:NG_035647:3623-4489:867	CARB-12	3002250	argannot
(Bla)CARB-8_OU:AY178993:575-1471:897	CARB-8	3002247	argannot
(Bla)CARB-9:AY248038:2073-2939:867	CARB-9	3002248	argannot
(Bla)CfiA1:AB087225:1-750:750	CfiA2	3006912	argannot
(Bla)Mbl:NC_010410:c1997136-1996441:696	CAR-1	3006903	argannot
(Bla)MecI:NG_050586:101-475:375	MecC-type methicillin resistance repressor MecI	3005046	argannot
(Bla)PBP1a:JN645776:1-2160:2160	Helicobacter pylori pbp1 mutants conferring resistance to amoxicillin	3007060	argannot
(Bla)PBP1b:AF101781:1-2466:2466	Helicobacter pylori pbp1 mutants conferring resistance to amoxicillin	3007060	argannot
(Bla)Penicillin_Binding_Protein_Ecoli:CP002291:664439-666340:1902	Helicobacter pylori pbp2 mutants conferring resistance to amoxicillin	3007058	argannot
(Bla)VEB-14:NG_050322:1-897:897	VEB-14	3006211	argannot
(Bla)VEB-15:NG_050323:1-900:900	VEB-15	3006212	argannot
(Bla)Zn-dependent_hydrolase:NC_010410:882015-882977:963	LRA-9	3002488	argannot
(Bla)aci1:AJ007350:240-1094:855	ACI-1	3004359	argannot
(Bla)ampH:CP003785:4208384-4209544:1161	DHA-18	3002149	argannot
(Bla)ampH_Ecoli:AP012030:395554-396711:1158	CMY-83	3002096	argannot
(Bla)ampS:NC_014932:210005-211252:1248	PST-1	3006976	argannot
(Bla)beta-lactamase_class-C:NC_010410:1184557-1185747:1191	ADC-11	3004615	argannot
(Bla)bla2:NG_047224:101-874:774	BcII	3002878	argannot
(Bla)bla2a:M28303:AAA26775:243-1187:945	EXO-1	3003564	argannot
(Bla)blaA:CP003048:1-885:885	FTU-1	3004801	argannot
(Bla)blaACC-1:AJ133121:650-1810:1161	ACC-1	3001815	argannot
(Bla)blaACC-2:AF180952:1565-2737:1173	ACC-2	3001816	argannot
(Bla)blaACC-3:AF180957:1-1131:1131	ACC-3	3001817	argannot
(Bla)blaACC-4:EF504260:1995-3155:1161	ACC-4	3001818	argannot
(Bla)blaACC-5:HE819401:1-1161:1161	ACC-5	3001819	argannot
(Bla)blaACT-10:JN848330:1-1146:1146	ACT-10	3001832	argannot
(Bla)blaACT-12:JX440355:752-1897:1146	ACT-12	3001834	argannot
(Bla)blaACT-14:JX440354:757-1902:1146	ACT-14	3001836	argannot
(Bla)blaACT-15:JX440356:755-1900:1146	ACT-15	3001837	argannot
(Bla)blaACT-16:NG_050702:1-1146:1146	ACT-69	3006264	argannot
(Bla)blaACT-1:U58495:28-1173:1146	ACT-1	3001821	argannot
(Bla)blaACT-2:AM076977:1-1146:1146	ACT-2	3001822	argannot
(Bla)blaACT-38:KP836350:1-1146:1146	ACT-38	3003655	argannot
(Bla)blaACT-3:EU427302:1476-2618:1143	ACT-4	3001829	argannot
(Bla)blaACT-4:AJ311172:12-1157:1146	ACT-4	3001829	argannot
(Bla)blaACT-5:FJ237369:1-1146:1146	ACT-5	3001824	argannot
(Bla)blaACT-6:FJ237366:41-1186:1146	ACT-6	3001825	argannot
(Bla)blaACT-7:FJ237368:1-1146:1146	ACT-7	3001830	argannot
(Bla)blaACT-8:FN645445:1-1146:1146	ACT-8	3001831	argannot
(Bla)blaACT-9:HQ693810:1009-2151:1143	ACT-9	3001826	argannot
(Bla)blaADC-10:NG_048634:1-1167:1167	ADC-10	3003855	argannot
(Bla)blaADC-11:NG_048635:1-1152:1152	ADC-11	3004615	argannot
(Bla)blaADC-12:NG_048636:1-1152:1152	ADC-12	3003856	argannot
(Bla)blaADC-13:NG_048637:1-1152:1152	ADC-13	3003857	argannot
(Bla)blaADC-14:NG_048638:1-1152:1152	ADC-14	3003858	argannot
(Bla)blaADC-15:NG_048639:1-1152:1152	ADC-15	3003859	argannot
(Bla)blaADC-16:NG_048640:1-1152:1152	ADC-16	3003860	argannot
(Bla)blaADC-17:NG_048641:1-1152:1152	ADC-17	3003861	argannot
(Bla)blaADC-18:NG_048642:1-1152:1152	ADC-18	3003862	argannot
(Bla)blaADC-19:NG_048643:1--1152:1152	ADC-19	3003863	argannot
(Bla)blaADC-1:NG_048633:1-1152:1152	ADC-1	3003847	argannot
(Bla)blaADC-20:NG_048645:1-1152:1152	ADC-20	3003864	argannot
(Bla)blaADC-21:NG_048646:1-1152:1152	ADC-21	3003865	argannot
(Bla)blaADC-22:NG_048647:1-1132:1132	ADC-22	3003866	argannot
(Bla)blaADC-23:NG_048648:1-1152:1152	ADC-23	3003867	argannot
(Bla)blaADC-25:EF016355:1-1152:1152	ADC-25	3003868	argannot
(Bla)blaADC-2:NG_048644:101-1252:1152	ADC-2	3003848	argannot
(Bla)blaADC-30:JF265068:955-2106:1152	ADC-30	3004617	argannot
(Bla)blaADC-56:JF265067:955-2106:1152	ADC-56	3003878	argannot
(Bla)blaADC-58:JQ319653:1-1152:1152	ADC-58	3004618	argannot
(Bla)blaADC-59:JQ319654:1-1152:1152	ADC-59	3004619	argannot
(Bla)blaADC-60:JQ692087:1-1152:1152	ADC-60	3004620	argannot
(Bla)blaADC-61:JQ753702:1-1152:1152	ADC-61	3003879	argannot
(Bla)blaADC-62:JQ867374:1-1152:1152	ADC-62	3004632	argannot
(Bla)blaADC-67:JX169789:1-1152:1152	ADC-67	3004633	argannot
(Bla)blaADC-68:KC866352:1-1152:1152	ADC-68	3004493	argannot
(Bla)blaADC-73:KP881233:1-1152:1152	ADC-73	3004634	argannot
(Bla)blaADC-74:KP881234:1-1152:1152	ADC-74	3003880	argannot
(Bla)blaADC-75:KP881235:1-1152:1152	ADC-75	3003881	argannot
(Bla)blaADC-76:KP881236:1-1152:1152	ADC-76	3003882	argannot
(Bla)blaADC-77:KP881237:54-1205:1152	ADC-77	3003883	argannot
(Bla)blaADC-78:KP881238:1-1152:1152	ADC-78	3003884	argannot
(Bla)blaAER-1:U14748:325-1239:915	AER-1	3002481	argannot
(Bla)blaAIM-1:AM998375:1173-2084:912	AIM-1	3000853	argannot
(Bla)blaALG11-1:NG_062237:WP_122630833:1-888:888	ALG11-1	3006892	argannot
(Bla)blaALG6-1:NG_062236:WP_122630832:1-957:957	ALG6-1	3006893	argannot
(Bla)blaAQU-1:AB765395:1-1143:1143	AQU-1	3002993	argannot
(Bla)blaAQU-2:KF730243:1-1143:1143	AQU-2	3004647	argannot
(Bla)blaAQU-3:KF730244:1-1149:1149	AQU-3	3004648	argannot
(Bla)blaARL-1:NG_054950:101-949:849	ARL-1	3004734	argannot
(Bla)blaARL-2:NG_054948:101-949:849	ARL-2	3004735	argannot
(Bla)blaARL-3:NG_054949:101-949:849	ARL-3	3004736	argannot
(Bla)blaARL-4:NG_054947:101-949:849	ARL-4	3004737	argannot
(Bla)blaARL-5:NG_054951:101-949:849	ARL-5	3004738	argannot
(Bla)blaARL-6:NG_054952:101-949:849	ARL-6	3004739	argannot
(Bla)blaAST-1:AF279904:160-1092:933	AST-1	3004740	argannot
(Bla)blaAZECL-25:KJ949106:1-1146:1146	MIR-23	3004745	argannot
(Bla)blaB-10:AY348325:1-747:747	BlaB-10	3005523	argannot
(Bla)blaB-11:AY348326:1-750:750	BlaB-11	3005524	argannot
(Bla)blaB-12:EF595958:1-750:750	BlaB-12	3005525	argannot
(Bla)blaB-13:EF595959:1-750:750	BlaB-13	3005526	argannot
(Bla)blaB-14:JN635697:973-1719:747	BlaB-14	3005527	argannot
(Bla)blaB-1:AF189298:1-750:750	BlaB-1	3005522	argannot
(Bla)blaB-2:AF189300:1-750:750	BlaB-2	3005533	argannot
(Bla)blaB-3:AF162284:1-750:750	BlaB-3	3005543	argannot
(Bla)blaB-4:NG_055992:101-730:630	PLN-1	3006972	argannot
(Bla)blaB-5:AF189303:1-750:750	BlaB-5	3005553	argannot
(Bla)blaB-6:AF189302:1-747:747	BlaB-6	3005554	argannot
(Bla)blaB-7:AF189304:1-747:747	BlaB-7	3005555	argannot
(Bla)blaB-8:AF189305:1-747:747	BlaB-8	3005556	argannot
(Bla)blaB-9:AY348324:1-747:747	BlaB-9	3005557	argannot
(Bla)blaBAT-1:NG_050940:101-907:807	BAT-1	3004747	argannot
(Bla)blaBCL-1:EF540343:3313-4236:924	BCL-1	3004749	argannot
(Bla)blaBEL-1:GU250439:763-1614:852	BEL-1	3002385	argannot
(Bla)blaBEL-2:FJ666063:1-852:852	BEL-2	3002386	argannot
(Bla)blaBEL-3:GQ202694:1-852:852	BEL-3	3002387	argannot
(Bla)blaBES-1:AF234999:190-1068:879	BES-1	3004751	argannot
(Bla)blaBIC-1:GQ260093:1-885:885	BIC-1	3004753	argannot
(Bla)blaBIL-1:X74512:127-1272:1146	BIL-1	3004755	argannot
(Bla)blaBKC-1:KP689347:8603-9544:942	BKC-1	3004757	argannot
(Bla)blaBPU-1:NG_050941:101-889:789	BPU-1	3004759	argannot
(Bla)blaBRO-1:Z54180:84-1028:945	BRO-1	3004761	argannot
(Bla)blaBRO-2:Z54181:63-1007:945	BRO-2	3004762	argannot
(Bla)blaBUT-1:NG_056480:WP_104531863:101-1252:1152	BUT-1	3004294	argannot
(Bla)blaBUT-2:NG_056481:WP_104531864:101-1252:1152	BUT-2	3005558	argannot
(Bla)blaCARB-14:NG_048717:WP_063857843:101-997:887	CARB-14	3002252	argannot
(Bla)blaCARB-16:NG_048718:WP_015589625:101-997:887	CARB-16	3002255	argannot
(Bla)blaCARB-17:NG_048719:WP_023624728:1-852:852	CARB-17	3002254	argannot
(Bla)blaCARB-18:NG_048720:WP_005459715:1-852:852	CARB-18	3003174	argannot
(Bla)blaCARB-19:NG_048721:WP_063857870:1-852:852	CARB-19	3003175	argannot
(Bla)blaCARB-22:NG_048725:WP_005479236:101:952:852	CARB-22	3003151	argannot
(Bla)blaCARB-24:NG_048727:WP_031413517:1-852:852	CARB-24	3005560	argannot
(Bla)blaCARB-25:NG_048728:WP_042771632:1-852:852	CARB-25	3005561	argannot
(Bla)blaCARB-26:NG_048729:WP_029795186:1-852:852	CARB-26	3005562	argannot
